Regional Council,Registry,Locality,Date of Constitution,Email,Address,Postal Code,Phone,Fax,Mobile Phone,Name
Lisboa,10/16,CASCAIS,17-03-2016,gsm@gsmlaw.pt,"Travessa das Papoilas, 148",2750-705 CASCAIS,213132000,213132001,,"GONÇALO SANTOS MACHADO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,39/05,LISBOA,11-07-2005,gpa@gpasa.pt,"Rua Carlos Alberto da Mota Pinto, n.º 17 - 3º B",1070-313 LISBOA,213121550,213121551,,"GOUVEIA PEREIRA, COSTA FREITAS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,24/05,LISBOA,18-03-2005,cguiomar-19931l@adv.oa.pt,"Campo Grande, 28,  5º-D,  Sala  A",1700-093 LISBOA,217827510,217827511,,"GPS - ADVOGADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,19/15,CASCAIS,13-04-2015,mail@ejga.pt,"Rua Tenente Valadim, 7A",2750-502 CASCAIS,214831770,214831772,,"GRAÇA, GONÇALVES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,34/02,LISBOA,11-04-2002,geral@gcg.pt,"Av. Almirante Reis, 94  D - r/c  e  1º. drtº.",1150-022 LISBOA,218163110,218163119,,"GUEDES, CRUZ GONÇALVES E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,19/04,CARNAXIDE,14-05-2004,marina.c.almeida-13781l@adv.oa.pt,"Rua Amélia Rey Colaço, n.º 40 - 3º",2790-017 CARNAXIDE,213240920,213240929,,"HELDER FERREIRA  & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,12/16,LISBOA,05-04-2016,helena.araujolopes-3623l@adv.oa.pt,"Rua João Penha, 10 - r/c",1250-131 LISBOA,213841144,213888115,,"HELENA ARAÚJO LOPES XAVIER E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,7/09,VILA FRANCA DE XIRA,26-01-2009,soc.@oa.pt,"Lg. Marquês de Pombal, 2 - 8º.",2600-222 VILA FRANCA DE XIRA,263273305,263273353,,"HELENA PEREIRA DE JESUS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,41/01,LISBOA,24-09-2001,jaime@hdprm.com,"Rua Braamcamp, n.º 9 - 4º",1250-048 LISBOA,217956900,217972009,,"HELLMUTH DINIZ E P. R. MADEIRA - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,26/92,LISBOA,02-07-1992,geral@haaag.pt,"Avª. Miguel Bombarda, 35 - 6º",1050-161 LISBOA,213169500,213153463,,"HENRIQUE ABECASIS, ANDRESEN GUIMARÃES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,19/18,LISBOA,20-04-2018,liliana.pereira-44323l@adv.oa.pt,"Rua Palmira, n.º 66 - 3º E",1170-289 LISBOA,,,,"HENRIQUES, PEREIRA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,01/06,LISBOA,07-08-2006,jmirandagancho-19255l@adv.oa.pt ,"R. Castilho, 13 D - 1º B",1250-066 LISBOA,213528133,213528103,,"Hernando de Larramendi, Miranda Gancho Y Asociados, Sociedad de Abogados S.L. - Sucursal em Portugal RL"
Lisboa,13/21,LISBOA,26-03-2021,geral@jlegal.pt,"Rua Joshua Benoliel, nº. 1, 6.º Piso, Edifício Amoreiras Square",1250-273 LISBOA,218770000,,,"HORTA OSÓRIO, BRITO PEREIRA, CARVALHO ESTEVES - SOCIEDADE DE ADVOGADOS SP, RL"
Lisboa,5/17,AMADORA,26-01-2017,carinamarquesdossantos-19372l@adv.oa.pt,"Av dos Moinhos, 1 C",2610-118 AMADORA,214718977,,,"HUGO B. MENDONÇA, CARINA M. SANTOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,65/13,LISBOA,18-12-2013,isabel.cancio@cancio-advogados.com,"Rua Castilho, 13 D - 2º A, Edif Espaço Castilho",1250-066 LISBOA,217802560,217936283,,"I. CÂNCIO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,13/13,LISBOA,14-02-2013,ijduarte-10703l@adv.oa.pt,"Av.ª Columbano Bordalo Pinheiro, 71, 7º A",1070-061 LISBOA,217783870,217786025,,"I. J. DUARTE & R. VENTURA - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,1/20,ALENQUER,10-02-2020,iolandacbastos-53462L@adv.oa.pt,"Travessa de São Benedito, n.º 2 - 1º",2580-395 ALENQUER,263099234,,,"ICB - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,75/03,LISBOA,27-11-2003,isabel.duarte-4607l@advogados.oa.pt,"Rua Padre Américo, 11 B, 1º esc. esq.",1600-548 LISBOA,213515520,213515529,,"IDLEI, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,35/17,LISBOA,04-09-2017,cecilia.ludovico.costa-7658l@adv.oa.pt,"Av António Augusto Aguiar, 58 - 5º dto.",1050-017 LISBOA,212745723,212743065,,"IL&A - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,30/93,LISBOA,08-07-1993,ilimeportela@netcabo.pt,"Avª. Columbano Bordalo Pinheiro,  7 - 6º. Esqº.",1070-060 LISBOA,217263386,217268912,,"ILIME PORTELA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,1/03,CASCAIS,02-01-2003,lourencoeassociados@hotmail.com,"Rua Eng. D. António Castelo Branco, 219 - r/c esq.",2750-155 CASCAIS,214867884,214830047,,ISABEL LOURENÇO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS
Lisboa,58/13,LISBOA,03-12-2013,catarinacostal-48737l@adv.oa.pt,"Travessa da Cova da Moura, n.º 2 - r/c dto",1350-118 LISBOA,,,,"ISABEL MARIA ALVES, CATARINA COSTAL - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,50/10,LISBOA,14-05-2010,csba@csba-advogados.pt,"R. Castilho, 44 - 8º",1250-071 LISBOA,213846200,213861735,,"ISABEL MARINHO, MAFALDA RODRIGUES FONSECA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,22/11,ALMADA,28-03-2011,soc.@oa.pt,"Praceta Bento Gonçalves, 26  cave esqª.",2805-101 ALMADA,212744123,212720920,,ISABEL RIBEIRO E LAURA DAVIDE-SOCIEDADE DE ADVOGADOS RI
Lisboa,1/90,LISBOA,15-01-1990,verabarroso@isassociados.pt,"Avª. Duque d' Ávila, 185 - 7º.",1050-082 LISBOA,213110520,213110529,,"ISABEL SEUANES E ASSOCIADOS,SOCIEDADE DE ADVOGADOS RL"
Lisboa,24/02,OEIRAS,11-03-2002,correio@ibsa.pt,"Alameda Bonifácio Lázaro Lozano, 3 - 1º.  B",2780-125 OEIRAS,214406814,214406813,,"IVO BRITO DOS SANTOS E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,8/86,LISBOA,21-07-1986,japr@pintoribeiro.com,"Rua Duque de Palmela,  27 - 5º. Esqº.",1250-097 LISBOA,213138800,213149570,,"J. A. PINTO RIBEIRO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,40/06,LISBOA,09-06-2006,campos.julio@sapo.pt,"R. Serpa Pinto, 15 - 3º. Drtº.",1200-445 LISBOA,213430450,213428247,,J. CAMPOS E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,9/02,LISBOA,14-01-2002,info@jdmmadvogados.pt,"Av. da Liberdade,  69  - 6º.  A",1250-140 LISBOA,213259016,213259017,,"J. D.  MENDES MARTINS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,65/01,LISBOA,03-12-2001,jfn-5152l@adv.oa.pt,"Rua Sampaio e Pina, n.º 58 . 2º esquerdo",1070-250 LISBOA,213815010,213815011,,"J. FILIPE NOGUEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,46/07,LISBOA,09-10-2007,soc.@oa.pt,"Campo Grande, 28 - 12º C",1700-093 LISBOA,210502050,217958131,,"J. MARTINS & T. CRESPO - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,13/97,LISBOA,28-02-1997,jgsa@jgsa.pt ,"Rua Tierno Galvan, 10 - 2º, n.º 202 - consórcio 41/06  Prazo 12.5.2011",1070-274 LISBOA,213812690,213812699,,"JARDIM GONÇALVES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,26/07,LISBOA,04-07-2007,geral@jcbadvogados.pt,"Av. da República, n.º 6 - 1º esq.",1050-191 LISBOA,217251000,217251009,,"JARDIM, CALDEIRA & BERNARDO-SOCIEDADE DE ADVOGADOS RL"
Lisboa,9/88,LISBOA,15-09-1988,joaosampaio@jsms.pt,"Avª. Duque D'Avila,  141 - 4º esq.",1050-081 LISBOA,213564300,213564350,,"JARDIM, SAMPAIO E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,66/99,LISBOA,15-12-1999,soc.@oa.pt,"R. Marquês da Fronteira,  111 r/c esqº.",1070-292 LISBOA,213845520,213870448,,JESUVINO FAUSTINO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,58/09,LISBOA,07-07-2009,geral@jamilagre-associados.com,"Av. António Augusto de Aguiar, 15 - 3º. esqº.",1050-012 LISBOA,213563127,213527134,,"JOÃO ANTUNES MILAGRE E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,30/10,LISBOA,17-03-2010,filipabreu-1251e@adv.oa.pt,"Av. Engenheiro Duarte Pacheco, Torre 2 Amoreiras, 10º - 11",1070-101 LISBOA,213950553,213950583,,"JOÃO FERREIRA PINTO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,56/01,LISBOA,09-11-2001,jlg.advogados@mail.sitepac.pt,"Campo Grande, 28, 1º C",1700-093 LISBOA,213714480,213714489,,"JOÃO LUIS GONÇALVES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,63/93,LISBOA,29-12-1993,advogados@jnabais-advogados.pt,"R. Fernando Palha, 26",1900-694 LISBOA,218622100,218622111,,"JOÃO NABAIS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, RL"
Lisboa,17/98,LISBOA,26-03-1998,advogados@diniz-pote.com,"Rua António Enes, número nove, piso primeiro esquerdo",1050-023 LISBOA,213190940,213190949,,"JOÃO NETO DINIZ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,6/90,LISBOA,07-02-1990,palmacarlos@ip.pt,"Av 5 de Outubro, 168",1050-062 LISBOA,213579595,213579696,,JOÃO NORBERTO DA PALMA CARLOS E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RI
Lisboa,22/03,LISBOA,21-03-2003,joaopedroso-2436c@adv.oa.pt,"Avenida Almirante Reis, n.º 228, s/loja direita",1000-056 LISBOA,213163260,213163261,,"JOÃO PEDROSO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,5/05,LISBOA,14-01-2005,geral@jpg-associados.com,"Avenida D João II, n.º 30 - 2º B, Edf Meridiano",1990-092 LISBOA,213406050,213406059,,JOÃO PINTO GERMANO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS DE RESPONSABILIDADE LIMITADA
Lisboa,84/03,LISBOA,29-12-2003,geral@jrc-advogados.pt,"Rua Gonçalves Crespo, 35 - 1º dto.",1150-184 LISBOA,213188020,213188029,,JOÃO RAINHO CRAVEIRO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,18/99,AMADORA,30-03-1999,joaquimcsantos-10034l@advogados.oa.pt,"Rua Mestre Roque Gameiro, 29 - 1º. Esqº.",2700-577 AMADORA,214948080,214948089,,JOAQUIM C. SANTOS E ASSOCIADOS-SOCIEDADE DE ADVOGADOS
Lisboa,56/04,ARRUDA DOS VINHOS,08-11-2004,geral@jmcsg.net,"R. Cândido dos Reis, 54 - 1º.  Ft.",2630-233 ARRUDA DOS VINHOS,263978043,263975972,,JOAQUIM MOTA E CARLA SOFIA GONÇALVES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,46/00,LISBOA,20-10-2000,jjsoliveira@joassociados.com,"Avª. João Crisóstomo,  30 – 3º.",1050-127 LISBOA,213144434,213528723,,JOAQUIM OLIVEIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,29/03,LISBOA,16-04-2003,joaquimpetisca@netcabo.pt,"R. Tierno Galvan, Torre 3,  402 - 4º.",1070-274 LISBOA,213844945,213844946,,JOAQUIM PETISCA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,22/14,CASCAIS,08-04-2014,jorge.humberto.gaspar-8804l@adv.oa.pt,"Avenida Nossa Senhora do Rosário, n.º 603 - 2º L",2750-179 CASCAIS,,,,"JORGE GASPAR E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,9/91,LISBOA,17-01-1991,jms.socadv-@clix.pt,"Calçada do Marquês de Abrantes, 38 - 3º. esqº.",1200-719 LISBOA,213969684,213973670,,"JORGE MOTA, JORGE MONTEIRO DOS SANTOS E ASSOCIADOS - SOCIEDADE DE ADVOGADOS"
Lisboa,13/03,LISBOA,10-02-2003,silvaroque@mail.telepac.pt,"R. Viriato, 23 - 1º. Esqº",1050-234 LISBOA,213304326,213156782,,JORGE SILVA ROQUE E ASSOCIADOS-SOCIEDADE DE ADVOGADOS
Lisboa,9/07,AMORA,14-03-2007,advogados@josealbuquerque.com,"R. Oliveira Martins, 4 - 1º.  C   Paivas",2845-381 AMORA,212245323,212269415,,JOSÉ ALBUQUERQUE & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,23/12,LISBOA,18-06-2012,j.j.barros-5829l@adv.oa.pt,"Rua do Conde de Redondo, nº 8, 1º Dt",1150-105 LISBOA,217567230,217572884,,"JOSÉ BARROS & ASSOCIADOS - ADVOGADOS, SP, RL"
Lisboa,11/13,CAPARICA,14-02-2013,jose.carlos.cardoso-16028l@advogados.oa.pt,"Rua Quinta das Conselheiras, n.º 2 - B, loja",2825-146 CAPARICA,212221721,212221764,,"JOSÉ CARLOS CARDOSO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,14/07,LISBOA,12-04-2007,jco@jcoadvogados.pt,"Av. João XXI, 16 - 1º. Drtº.",1000-302 LISBOA,218498813,,,JOSÉ CARLOS DE OLIVEIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,14/02,LISBOA,31-01-2002,advogados@jmmassociados.com,Rua Saraiva de Carvalho n.º 1 C,1250-240 LISBOA,210328300,210328310,,"JOSÉ MANUEL MESQUITA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,11/95,LISBOA,23-03-1995,advogados@jmclawyers.com,"Avª. António Augusto de Aguiar, 38 - 6º.",1050-016 LISBOA,213152795,213152797,,"JOSÉ MARIA CALHEIROS E ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,30/12,PORTO SALVO,09-07-2012,adjuris.lisboa@adjuris.com,"Rua António Variações, n.º 5, Oeiras Business Center, Sala 19",2740-315 PORTO SALVO,213465760,213465917,,"JOSÉ MIRANDA DIAS E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,15/92,LISBOA,02-03-1992,geral@jmpjdradvogados.com,"Avª. da República,  47 - 3º. Dtº.",1050-188 LISBOA,217954047,217954048,,"JOSÉ MOREIRA PIRES, JOÃO DUARTE REDONDO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS"
Lisboa,37/12,LISBOA,03-08-2012,joseolimpio-16996l@adv.oa.pt,"Av. Conselheiro Fernando de Sousa, 19 - 11º Dto.",1070-079 LISBOA,213462333,213429262,,"JOSÉ OLÍMPIO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,41/98,LISBOA,30-11-1998,jog@esotérica.pt,"Avª. do Restelo, 46",1400-315 LISBOA,213010190,213010188,,JOSÉ OSVALDO GOMES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,54/10,LISBOA,24-05-2010,pedrojosepimenta-6578l@adv.oa.pt,"R. Castilho, 32 - 8º.",1250-070 LISBOA,213968161,213909105,,JOSÉ PIMENTA & PEDRO PIMENTA-SOCIEDADE DE ADVOGADOS RL
Lisboa,44/11,LISBOA,22-07-2011,jorge.calisto@pmc-advogados.pt,"Av. António Augusto de Aguiar, 11 - 1º esq.",1050-110 LISBOA,213178690,213178699,,"JOSÉ PUJOL, LUIS MARÇAL, JORGE CALISTO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,33/14,LOURES,19-06-2014,info@jose-saramago.com,"Rua Pedro Alvares Cabral, 24 - 4º C",2670-391 LOURES,219835555,219835557,,"JOSÉ SARAMAGO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,25/00,LISBOA,16-05-2000,geral@jsds.com.pt,"R. Duque de Loulé, 47 - 5º. esqº.",1050-086 LISBOA,213103320,213103321,,JOSÉ SERRÃO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,24/13,LISBOA,27-03-2013,,"Rua Carlos Alberto da Mota Pinto, 17 - 3º",1070-313 LISBOA,217976400,268881376,,"JOSUÉ BACALHAU & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, RL, SP"
Lisboa,7/14,LISBOA,20-01-2014,andre.gloria-19070l@adv.oa.pt,"Rua Alexandre Herculano, n.º 38 - 4º andar",1250-011 LISBOA,216014943,216014943,,"JÚDICE GLÓRIA, TABORDA DA GAMA - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,50/14,CASCAIS,29-09-2014,soc.@oa.pt,"Av 25 de Abril, edificio Sol Cascais, Bloco A,  - Loja 3",2750-512 CASCAIS,214841765,214841765,,"JÚLIA FERNANDES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,45/21,LISBOA,24-09-2021,geral@kausa.pt,"Av. das Forças Armadas, n.º 4 - 9F",1600-082 LISBOA,211354621,,,"Kausa Advogados - Mafalda Fernandes, Raquel Alves & Associados - Sociedade de Advogados, SP, RL"
Lisboa,7/23,LISBOA,17-02-2023,fabiana.chaves-48085c@adv.oa.pt,"Avenida da Liberdade, n.º 245, 3º F",1269-033 LISBOA,215815112,215815225,,"KIRZNER, CHAVES – ADVOGADOS, SP, RL"
Lisboa,56/09,LISBOA,24-06-2009,ineskrusse-21683l@adv.oa.pt,"Avenida da República, n.º 6 - 2º direito",1050-191 LISBOA,,,,"KRUSSE GOMES, SIMÕES DE ALMEIDA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,27/20,LISBOA,29-09-2020,info@lvpadvogados.com,"Av. António Augusto de Aguiar, n.º 74 - 1º esq.",1050-018 LISBOA,211450641,,,"L. V. P. ADVOGADOS, SP, RL"
Lisboa,26/04,CALDAS DA RAINHA,16-06-2004,ldadv@iol.pt,"Avenida 1º de Maio, 4 - 3º",2500-081 CALDAS DA RAINHA,262889160,262889169,,"LACERDA DIAS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,30/13,SINTRA,16-04-2013,joaolacerda-13222L@adv.oa.pt,"Av. Heliodoro Salgado, 13 - 1º",2710-575 SINTRA,219230382,219107883,,"LACERDA TAVARES, LINO RAMOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,10/19,LISBOA,18-03-2019,info@lamarescapela.pt,Rua Viriato n.º 27 - 3º A,1050-234 LISBOA,910193888,,,"LAMARES, CAPELA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS SP, RL"
Lisboa,66/10,LISBOA,07-07-2010,antonio.lamego-15815L@adv.oa.pt,"R. D. João V, 30  A",1250-091 LISBOA,213822299,213822298,,"LAMEGO E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,6/18,LISBOA,30-01-2018,diana.lameiras.duarte-50681L@adv.oa.pt,"Avenida do Atlântico, 16, piso 13, Sala 10",1990-019 LISBOA,,,,"LAMEIRAS DUARTE & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,28/17,LISBOA,24-07-2017,jl-21910l@adv.oa.pt,"Rua Tierno Galvan, n.º 10, Amoreiras,  Torre 3 -  - 4º Piso, Sala 407",1070-274 LISBOA,215969530,215969531,,"LANÇA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,48/11,LISBOA,04-08-2011,geeral@larangeirosantos-associados.pt,"Av Infante D. Henrique, edf Lisboa Oriente,  - 333H, 5º andar, esc 64",1800-218 LISBOA,218216040,218242370,,"LARANJEIRO DOS SANTOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,34/21,LISBOA,12-07-2021,jessicavf-64375L@adv.oa.pt,"Praça Marquês de Pombal, n.º 14",1250-162 LISBOA,934245843,,,"LAZAREFF LE BARS, SOCIEDADE DE ADVOGADOS, SP, RL "
Lisboa,41/19,LISBOA,13-09-2019,emilianabatista-21882l@adv.oa.pt,"Rua Alexandre Herculano, n.º 2 - 3º dto.",1150-006 LISBOA,213121050,213540159,,"LCF & EB - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,11/20,ALGÉS,25-05-2020,lfa@lfadv.pt,"Rua Plácido de Abreu, n.º 12 - 5º esq.",1495-152 ALGÉS,,,,"LEAL FIGUEIREDO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,14/23,LISBOA,15-05-2023,ricardoveloso-20838l@adv.oa.pt,"Av da Liberdade, n.º 177, r/c direito alto",1250-141 LISBOA,910421307,,,"LEGAL APPROACH – VELOSO E ASSOCIADOS, SOCIEDADE DE ADVOGADOS SP RL"
Lisboa,10/20,LISBOA,18-05-2020,geral@legalblock.pt,"Av. Eng. Duarte Pacheco. Torre 1 - piso 5, sala 10",1070-103 LISBOA,916382880,,,"LEGAL BLOCK - PINTO CORREIA - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,01/17,LISBOA,14-11-2017,joao.carvalhinho-8158l@adv.oa.pt,"Av António Augusto Aguiar, 90 - 2º",1050-018 LISBOA,211341469,,,"LEGGITEAM, S.L.P. - SUCURSAL EM PORTUGAL"
Lisboa,8/21,LISBOA,15-03-2021,mateusleitecampos@msn.com,"Avenida 5 de Outubro, 102 -2º andar",1050-051 LISBOA,912979066,,,"LEITE DE CAMPOS, TELES TOUGUINHA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,76/02,TORRES VEDRAS,30-10-2002,geral@lexa.pt,"R.  1º.  de Dezembro, 22",2560-300 TORRES VEDRAS,261330180,261330189,,"LEXA -SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,42/19,LISBOA,20-09-2019,portugal@lexidy.com,"Rua Joaquim António de Aguiar, n.º 43 - r/c esq.",1070-150 LISBOA,210201023/210200969,,915067429,"LEXIDY LAW BOUTIQUE PORTUGAL SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,44/03,LISBOA,23-06-2003,lgvadvogados@lgva.pt,"Rua Padre Luis Aparicio, 9 - 4º F",1150-248 LISBOA,213121180,213121189,,"LGVA - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,79/03,LISBOA,15-12-2003,geral@limaserrafernandes.com,"R. Castilho, 39 - 13º. H  Escritório 45",1250-068 LISBOA,213700070,213700079,,"LIMA, SERRA, FERNANDES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP RL"
Lisboa,01/21,LISBOA,04-01-2021,antonio.soares@linklaters.com,"Av. Fontes Pereira de Melo, n.º 14 - 15º",1050-121 LISBOA,,,,LINKLATERS ADVOKATBYRA AB – SUCURSAL EM PORTUGAL
Lisboa,67/99,LISBOA,16-12-1999,advogados@lchc.net,"Rua Marquês de Fronteira,111 - 3º. drtº.",1070-292 LISBOA,213871621,213872642,,"LINO DE CASTRO, HORTA E COSTA  & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,14/97,LISBOA,14-03-1997,liparigarcia@netcabo.pt,"Avª. da República, 56 - 7º. Esqº.",1050-196 LISBOA,217962151,217932215,,"LIPARI GARCIA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP RL"
Lisboa,71/08,LISBOA,20-10-2008,jds-45374L@adv.oa.pt,"Avenida da República, 44 - 4.º Esq.",1050-194 LISBOA,213178440,217958131,,"LIS ROMÃO, ELIAS DA COSTA, GARRETT E SILVA-SOCIEDADE DE ADVOGADOS RL"
Lisboa,9/23,LISBOA,20-03-2023,jose.barao-20440l@adv.oa.pt,"Rua Abranches Ferrão. n.º 10, 6º A",1600-219 LISBOA,,,,"LOBO ANTUNES, BARÃO, PEREIRA DA COSTA E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,34/20,LISBOA,25-11-2020,info@lobovasques.com,"Largo Vitorino Damásio, n.º 4 - 1º",1200-872 LISBOA,213971314,213971314,,"LOBO, CARMONA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,4/08,LISBOA,23-01-2008,diogolb@netcabo.pt,"R. Poeta Bocage, 2 - 2º.  D",1600-233 LISBOA,213555651,217162374,,LOPES BARATA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,2/16,LISBOA,07-01-2016,y022234-15378l@adv.oa.pt,"Rua Frei Tomé de Jesus, n.º 22 - 3º esq.",1700-215 LISBOA,,,,"LOPES DOS SANTOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,69/99,LISBOA,30-12-1999,lca.adv@netcabo.pt,"Rua Nova do Almada, 95 - 4º.  C",1200-288 LISBOA,213479995,213259175,,"LORENA DE SÈVES  & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,7/19,CAPARICA,11-02-2019,ana.coelho-6703l@advogados.oa.pt,"Rua Ernesto Veiga de Oliveira, n.º 15 B, rés-do-chão direito",2825-042 CAPARICA,,,,"LOURO, COELHO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL"
Lisboa,42/17,LISBOA,17-10-2017,leitao.de.sousa-8934l@adv.oa.pt,"Rua D. João V, n.º 24, LEAP Center, 1.03",1250-091 LISBOA,213812831,,,"LSCN - LEITÃO DE SOUSA, CURTO NUNES & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,44/07,LISBOA,02-10-2007,lucas.amado@sapo.pt,"Rua Henrique Alves, n.º 1 A",1070-143 LISBOA,213432295,213474901,,LUCAS AMADO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,37/04,LISBOA,26-07-2004,mail@lucena.pt,"Edifício Alto das Amoreiras, R. Joshua Benoliel,  - 6 - 9º.  A",1250-133 LISBOA,213814590,213861168,,LUCENA E ASSOCIADOS-SOCIEDADE DE ADVOGADOS
Lisboa,45/22,LISBOA,13-12-2022,jgs@lvgs.pt,"Rua Joaquim António de Aguiar, n.º 43, 1º esq.",1070-150 LISBOA,938883096,,,"LUCENA E VALE, GOMES DA SILVA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
